fecha_jornada;jornada;partido;equipo_local;marcador_local;equipo_visitante;marcador_visitante;resultado
domingo 2 de diciembre de 2018;24;7;Alavés;1;Sevilla;1;X
domingo 2 de diciembre de 2018;24;5;Betis;1;Real Sociedad;0;1
domingo 2 de diciembre de 2018;24;10;Almería;1;Extremadura;1;X
domingo 2 de diciembre de 2018;24;9;Málaga;0;Granada;1;2
domingo 2 de diciembre de 2018;24;12;Rayo Majadahonda;0;Deportivo;0;X
domingo 2 de diciembre de 2018;24;11;Sporting de Gijón;2;Tenerife;1;1
domingo 2 de diciembre de 2018;24;13;Albacete;2;Alcorcón;1;1
domingo 2 de diciembre de 2018;24;15;Barcelona;2;Villarreal;0;20
domingo 9 de diciembre de 2018;26;1;Atlético de Madrid;3;Alavés;0;1
domingo 2 de diciembre de 2018;24;14;Las Palmas;0;R. Oviedo;0;X
domingo 2 de diciembre de 2018;24;8;Córdoba;1;Elche;1;X
domingo 9 de diciembre de 2018;26;2;Valencia;1;Sevilla;1;X
domingo 9 de diciembre de 2018;26;3;Villarreal;2;Celta;3;2
domingo 9 de diciembre de 2018;26;4;Espanyol;0;Barcelona;4;2
domingo 9 de diciembre de 2018;26;7;Betis;2;Rayo Vallecano;0;1
domingo 9 de diciembre de 2018;26;6;Real Sociedad;1;Valladolid;2;2
domingo 9 de diciembre de 2018;26;8;Albacete;2;Osasuna;2;X
domingo 9 de diciembre de 2018;26;10;R. Oviedo;1;Almería;2;2
domingo 9 de diciembre de 2018;26;11;Alcorcón;0;Reus Deport.;1;2
domingo 9 de diciembre de 2018;26;9;Mallorca;1;Málaga;2;2
domingo 9 de diciembre de 2018;26;12;Cádiz;1;Rayo Majadahonda;0;1
domingo 9 de diciembre de 2018;26;13;Elche;0;Sporting de Gijón;0;X
domingo 9 de diciembre de 2018;26;5;Eibar;4;Levante;4;X
domingo 9 de diciembre de 2018;26;15;Huesca;0;Real Madrid;1;01
miércoles 12 de diciembre de 2018;27;2;Mónaco;0;B. Dortmund;2;2
domingo 9 de diciembre de 2018;26;14;Lugo;4;Las Palmas;2;1
miércoles 12 de diciembre de 2018;27;1;Galatasaray;2;Porto;3;2
miércoles 12 de diciembre de 2018;27;4;Inter;1;PSV;1;X
miércoles 12 de diciembre de 2018;27;6;Estrella Roja;1;PSG;4;2
miércoles 12 de diciembre de 2018;27;7;Liverpool;1;Nápoles;0;1
miércoles 12 de diciembre de 2018;27;3;Brugge kV;0;Atlético de Madrid;0;X
miércoles 12 de diciembre de 2018;27;9;Benfica;1;AEK Atenas;0;1
miércoles 12 de diciembre de 2018;27;5;Barcelona;1;Tottenham;1;X
miércoles 12 de diciembre de 2018;27;11;Manchester City;2;Hoffenheim;1;1
miércoles 12 de diciembre de 2018;27;10;Ajax;3;Bayern M.;3;X
miércoles 12 de diciembre de 2018;27;8;Viktoria Plzen;2;Roma;1;1
miércoles 12 de diciembre de 2018;27;13;Valencia;2;Manchester City;1;1
miércoles 12 de diciembre de 2018;27;12;Shakhtar;1;Lyon;1;X
miércoles 12 de diciembre de 2018;27;15;Real Madrid;0;CSKA Moscú;3;0M
domingo 4 de noviembre de 2018;18;2;Valencia;0;Girona;1;2
miércoles 12 de diciembre de 2018;27;14;Young Boys;2;Juventus;1;1
domingo 4 de noviembre de 2018;18;3;Rayo Vallecano;2;Barcelona;3;2
domingo 4 de noviembre de 2018;18;1;Leganés;1;Atlético de Madrid;1;X
domingo 4 de noviembre de 2018;18;6;Huesca;1;Getafe;1;X
domingo 4 de noviembre de 2018;18;5;Villarreal;1;Levante;1;X
domingo 4 de noviembre de 2018;18;8;Betis;3;Celta;3;X
domingo 4 de noviembre de 2018;18;7;Real Sociedad;0;Sevilla;0;X
domingo 4 de noviembre de 2018;18;4;Eibar;2;Alavés;1;1
domingo 4 de noviembre de 2018;18;9;Osasuna;2;Málaga;1;1
domingo 4 de noviembre de 2018;18;11;Cádiz;5;Elche;1;1
domingo 4 de noviembre de 2018;18;10;Las Palmas;1;Deportivo;1;X
domingo 4 de noviembre de 2018;18;12;R. Oviedo;1;Mallorca;1;X
domingo 4 de noviembre de 2018;18;13;Almería;2;Sporting de Gijón;1;1
miércoles 5 de diciembre de 2018;25;1;Valencia;1;Ebro;0;1
domingo 4 de noviembre de 2018;18;14;R. Zaragoza;0;Granada;2;2
miércoles 5 de diciembre de 2018;25;3;Rayo Vallecano;0;Leganés;1;2
domingo 4 de noviembre de 2018;18;15;Real Madrid;2;Valladolid;0;20
miércoles 5 de diciembre de 2018;25;5;Atlético de Madrid;4;Sant Andreu;0;1
miércoles 5 de diciembre de 2018;25;4;Espanyol;1;Cádiz;0;1
miércoles 5 de diciembre de 2018;25;7;Real Sociedad;2;Celta;0;1
miércoles 5 de diciembre de 2018;25;6;Girona;2;Alavés;1;1
miércoles 5 de diciembre de 2018;25;2;Getafe;5;Córdoba;1;1
miércoles 5 de diciembre de 2018;25;9;Valladolid;2;Mallorca;1;1
miércoles 5 de diciembre de 2018;25;11;Real Madrid;6;Melilla;1;1
miércoles 5 de diciembre de 2018;25;12;Eibar;2;Sporting de Gijón;2;X
miércoles 5 de diciembre de 2018;25;13;Huesca;0;Athletic de Bilbao;4;2
miércoles 5 de diciembre de 2018;25;14;Betis;4;Racing Ferrol;0;1
miércoles 5 de diciembre de 2018;25;10;Levante;2;Lugo;0;1
miércoles 5 de diciembre de 2018;25;8;Villarreal;8;Almería;0;1
domingo 16 de diciembre de 2018;28;1;Getafe;1;Real Sociedad;0;1
domingo 16 de diciembre de 2018;28;2;Valladolid;2;Atlético de Madrid;3;2
domingo 16 de diciembre de 2018;28;4;Sevilla;2;Girona;0;1
miércoles 5 de diciembre de 2018;25;15;Barcelona;4;Cultural Leonesa;1;M1
domingo 16 de diciembre de 2018;28;3;Eibar;1;Valencia;1;X
domingo 16 de diciembre de 2018;28;6;Huesca;2;Villarreal;2;X
domingo 16 de diciembre de 2018;28;5;Espanyol;1;Betis;3;2
domingo 16 de diciembre de 2018;28;8;Granada;1;R. Oviedo;0;1
domingo 16 de diciembre de 2018;28;10;Sporting de Gijón;1;Mallorca;0;1
domingo 16 de diciembre de 2018;28;9;Numancia;1;Albacete;2;2
domingo 16 de diciembre de 2018;28;12;Deportivo;3;R. Zaragoza;1;1
domingo 16 de diciembre de 2018;28;7;Levante;0;Barcelona;5;2
domingo 16 de diciembre de 2018;28;13;Las Palmas;1;Tenerife;1;X
domingo 16 de diciembre de 2018;28;15;Real Madrid;1;Rayo Vallecano;0;10
domingo 16 de diciembre de 2018;28;11;Osasuna;2;Alcorcón;1;1
sábado 22 de diciembre de 2018;29;1;Betis;1;Eibar;1;X
domingo 16 de diciembre de 2018;28;14;Almería;1;Lugo;1;X
sábado 22 de diciembre de 2018;29;2;Atlético de Madrid;1;Espanyol;0;1
sábado 22 de diciembre de 2018;29;4;Valencia;2;Huesca;1;1
sábado 22 de diciembre de 2018;29;6;Rayo Vallecano;2;Levante;1;1
sábado 22 de diciembre de 2018;29;7;Lugo;0;Sporting de Gijón;0;X
sábado 22 de diciembre de 2018;29;3;Athletic de Bilbao;1;Valladolid;1;X
sábado 22 de diciembre de 2018;29;5;Leganés;1;Sevilla;1;X
sábado 22 de diciembre de 2018;29;9;R. Zaragoza;2;Extremadura;1;1
sábado 22 de diciembre de 2018;29;11;Córdoba;4;Las Palmas;1;1
sábado 22 de diciembre de 2018;29;8;R. Oviedo;0;Málaga;0;X
sábado 22 de diciembre de 2018;29;13;Reus Deport.;0;Osasuna;1;2
sábado 22 de diciembre de 2018;29;14;Albacete;1;Rayo Majadahonda;0;1
sábado 22 de diciembre de 2018;29;10;Elche;2;Almería;2;X
sábado 22 de diciembre de 2018;29;15;Barcelona;2;Celta;0;20
sábado 22 de diciembre de 2018;29;12;Cádiz;3;Deportivo;0;1
domingo 30 de diciembre de 2018;31;1;Brighton;1;Everton;0;1
domingo 30 de diciembre de 2018;31;4;Tottenham;1;Wolverhampton;3;2
domingo 30 de diciembre de 2018;31;5;Watford;1;Newcastle;1;X
domingo 30 de diciembre de 2018;31;3;Leicester;0;Cardiff City;1;2
domingo 30 de diciembre de 2018;31;2;Fulham;1;Huddersfield;0;1
domingo 30 de diciembre de 2018;31;7;Crystal Palace;0;Chelsea;1;2
domingo 30 de diciembre de 2018;31;9;Southampton;1;Manchester City;3;2
domingo 30 de diciembre de 2018;31;10;Manchester City;4;Bournemouth;1;1
domingo 30 de diciembre de 2018;31;6;Liverpool;5;Arsenal;1;1
domingo 30 de diciembre de 2018;31;8;Burnley;2;West Ham;0;1
domingo 30 de diciembre de 2018;31;11;Empoli;0;Inter;1;2
domingo 30 de diciembre de 2018;31;13;Parma;0;Roma;2;2
domingo 30 de diciembre de 2018;31;12;Lazio;1;Torino;1;X
domingo 30 de diciembre de 2018;31;15;Nápoles;3;Bologna;2;M2
domingo 30 de diciembre de 2018;31;14;Milan;2;Spal;1;1
domingo 6 de enero de 2019;32;1;Valladolid;0;Rayo Vallecano;1;2
domingo 6 de enero de 2019;32;4;Eibar;0;Villarreal;0;X
domingo 6 de enero de 2019;32;3;Huesca;2;Betis;1;1
domingo 6 de enero de 2019;32;5;Sevilla;1;Atlético de Madrid;1;X
domingo 6 de enero de 2019;32;6;Real Madrid;0;Real Sociedad;2;2
domingo 6 de enero de 2019;32;2;Alavés;2;Valencia;1;1
domingo 6 de enero de 2019;32;7;Getafe;1;Barcelona;2;2
domingo 6 de enero de 2019;32;8;Sporting de Gijón;1;R. Zaragoza;2;2
domingo 6 de enero de 2019;32;9;Extremadura;3;Alcorcón;0;1
domingo 6 de enero de 2019;32;12;Osasuna;2;Cádiz;1;1
domingo 6 de enero de 2019;32;10;Almería;2;Mallorca;0;1
domingo 6 de enero de 2019;32;13;C. Gimnastic;1;Córdoba;0;1
domingo 6 de enero de 2019;32;15;Celta;1;Athletic de Bilbao;2;12
miércoles 26 de diciembre de 2018;30;1;Burnley;1;Everton;5;2
domingo 6 de enero de 2019;32;14;Málaga;0;Reus Deport.;3;2
miércoles 26 de diciembre de 2018;30;2;Crystal Palace;0;Cardiff City;0;X
miércoles 26 de diciembre de 2018;30;3;Leicester;2;Manchester City;1;1
miércoles 26 de diciembre de 2018;30;4;Manchester U.;3;Huddersfield;1;1
miércoles 26 de diciembre de 2018;30;6;Brighton;1;Arsenal;1;X
miércoles 26 de diciembre de 2018;30;5;Tottenham;5;Bournemouth;0;1
domingo 6 de enero de 2019;32;11;Deportivo;0;Lugo;0;X
miércoles 26 de diciembre de 2018;30;10;Cagliari;1;Genoa;0;1
miércoles 26 de diciembre de 2018;30;8;Atalanta;2;Juventus;2;X
miércoles 26 de diciembre de 2018;30;11;Fiorentina;0;Parma;1;2
miércoles 26 de diciembre de 2018;30;12;Spal;0;Udinese;0;X
miércoles 26 de diciembre de 2018;30;7;Watford;1;Chelsea;2;2
miércoles 26 de diciembre de 2018;30;13;Roma;3;Sassuolo;1;1
miércoles 26 de diciembre de 2018;30;9;Bologna;0;Lazio;2;2
miércoles 26 de diciembre de 2018;30;15;Liverpool;4;Newcastle;0;M0
domingo 20 de enero de 2019;34;2;Huesca;0;Atlético de Madrid;3;2
domingo 20 de enero de 2019;34;1;Real Madrid;2;Sevilla;0;1
miércoles 26 de diciembre de 2018;30;14;Inter;1;Nápoles;0;1
domingo 20 de enero de 2019;34;5;Villarreal;1;Athletic de Bilbao;1;X
domingo 20 de enero de 2019;34;3;Celta;1;Valencia;2;2
domingo 20 de enero de 2019;34;6;Levante;2;Valladolid;0;1
domingo 20 de enero de 2019;34;4;Betis;3;Girona;2;1
domingo 20 de enero de 2019;34;7;Rayo Vallecano;2;Real Sociedad;2;X
domingo 20 de enero de 2019;34;8;Almería;0;Cádiz;0;X
domingo 20 de enero de 2019;34;9;Numancia;3;Córdoba;2;1
domingo 20 de enero de 2019;34;11;Osasuna;2;Mallorca;0;1
domingo 20 de enero de 2019;34;12;Sporting de Gijón;2;Alcorcón;0;1
domingo 20 de enero de 2019;34;13;Deportivo;2;Albacete;0;1
domingo 20 de enero de 2019;34;14;Extremadura;0;R. Oviedo;2;2
domingo 20 de enero de 2019;34;15;Barcelona;3;Leganés;1;M1
domingo 3 de febrero de 2019;36;2;Real Sociedad;2;Athletic de Bilbao;1;1
domingo 20 de enero de 2019;34;10;Málaga;2;Lugo;1;1
domingo 3 de febrero de 2019;36;1;Levante;0;Getafe;0;X
domingo 3 de febrero de 2019;36;3;Barcelona;2;Valencia;2;X
domingo 3 de febrero de 2019;36;6;Betis;1;Atlético de Madrid;0;1
domingo 3 de febrero de 2019;36;5;Villarreal;2;Espanyol;2;X
domingo 3 de febrero de 2019;36;4;Eibar;3;Girona;0;1
domingo 3 de febrero de 2019;36;7;Celta;1;Sevilla;0;1
domingo 3 de febrero de 2019;36;9;Córdoba;1;Albacete;3;2
domingo 3 de febrero de 2019;36;10;Deportivo;0;Tenerife;0;X
domingo 3 de febrero de 2019;36;12;R. Oviedo;2;Cádiz;1;1
domingo 3 de febrero de 2019;36;11;Mallorca;2;Alcorcón;0;1
domingo 3 de febrero de 2019;36;14;Extremadura;0;Sporting de Gijón;3;2
domingo 3 de febrero de 2019;36;13;Osasuna;1;Granada;0;1
domingo 3 de febrero de 2019;36;15;Real Madrid;3;Alavés;0;M0
domingo 3 de febrero de 2019;36;8;Numancia;3;Lugo;0;1
domingo 27 de enero de 2019;35;1;Sevilla;5;Levante;0;1
domingo 27 de enero de 2019;35;2;Leganés;2;Eibar;2;X
domingo 27 de enero de 2019;35;4;Valladolid;2;Celta;1;1
domingo 27 de enero de 2019;35;3;Athletic de Bilbao;1;Betis;0;1
domingo 27 de enero de 2019;35;5;Girona;0;Barcelona;2;2
domingo 27 de enero de 2019;35;7;Valencia;3;Villarreal;0;1
domingo 27 de enero de 2019;35;8;Espanyol;2;Real Madrid;4;2
domingo 27 de enero de 2019;35;10;Cádiz;1;Mallorca;1;X
domingo 27 de enero de 2019;35;9;Tenerife;0;Málaga;0;X
domingo 27 de enero de 2019;35;6;Real Sociedad;0;Huesca;0;X
domingo 27 de enero de 2019;35;13;Sporting de Gijón;1;Deportivo;2;2
domingo 27 de enero de 2019;35;14;C. Gimnastic;0;Las Palmas;0;X
domingo 27 de enero de 2019;35;15;Atlético de Madrid;2;Getafe;0;20
domingo 27 de enero de 2019;35;11;Granada;0;Extremadura;0;X
domingo 27 de enero de 2019;35;12;Alcorcón;2;Córdoba;1;1
domingo 13 de enero de 2019;33;1;Leganés;1;Huesca;0;1
domingo 13 de enero de 2019;33;2;Valencia;1;Valladolid;1;X
domingo 13 de enero de 2019;33;5;Atlético de Madrid;1;Levante;0;1
domingo 13 de enero de 2019;33;4;Villarreal;1;Getafe;2;2
domingo 13 de enero de 2019;33;6;Athletic de Bilbao;2;Sevilla;0;1
domingo 13 de enero de 2019;33;8;Albacete;1;Sporting de Gijón;1;X
domingo 13 de enero de 2019;33;3;Girona;1;Alavés;1;X
domingo 13 de enero de 2019;33;7;Betis;1;Real Madrid;2;2
domingo 13 de enero de 2019;33;10;R. Oviedo;1;Tenerife;0;1
domingo 13 de enero de 2019;33;9;Las Palmas;4;Osasuna;1;1
domingo 13 de enero de 2019;33;11;Mallorca;1;Deportivo;0;1
domingo 13 de enero de 2019;33;14;R. Zaragoza;0;Málaga;2;2
domingo 13 de enero de 2019;33;13;Lugo;1;Extremadura;1;X
domingo 13 de enero de 2019;33;15;Barcelona;3;Eibar;0;M0
domingo 10 de febrero de 2019;37;1;Getafe;3;Celta;1;1
domingo 13 de enero de 2019;33;12;Alcorcón;0;Almería;0;X
domingo 10 de febrero de 2019;37;3;Espanyol;2;Rayo Vallecano;1;1
domingo 10 de febrero de 2019;37;2;Atlético de Madrid;1;Real Madrid;3;2
domingo 10 de febrero de 2019;37;6;Valencia;0;Real Sociedad;0;X
domingo 10 de febrero de 2019;37;4;Leganés;3;Betis;0;1
domingo 10 de febrero de 2019;37;7;Athletic de Bilbao;0;Barcelona;0;X
domingo 10 de febrero de 2019;37;9;Lugo;1;R. Zaragoza;2;2
domingo 10 de febrero de 2019;37;5;Girona;0;Huesca;2;2
domingo 10 de febrero de 2019;37;8;Elche;1;R. Oviedo;2;2
domingo 10 de febrero de 2019;37;11;Albacete;1;Mallorca;0;1
domingo 10 de febrero de 2019;37;12;Almería;1;Numancia;0;1
domingo 10 de febrero de 2019;37;13;Granada;0;Deportivo;1;2
domingo 10 de febrero de 2019;37;15;Sevilla;2;Eibar;2;22
domingo 10 de febrero de 2019;37;14;Málaga;0;Las Palmas;0;X
domingo 17 de febrero de 2019;39;2;Rayo Vallecano;0;Atlético de Madrid;1;2
domingo 17 de febrero de 2019;39;1;Celta;1;Levante;4;2
domingo 10 de febrero de 2019;37;10;Alcorcón;1;Cádiz;2;2
domingo 17 de febrero de 2019;39;3;Real Sociedad;3;Leganés;0;1
domingo 17 de febrero de 2019;39;5;Valencia;0;Espanyol;0;X
domingo 17 de febrero de 2019;39;4;Real Madrid;1;Girona;2;2
domingo 17 de febrero de 2019;39;8;R. Zaragoza;0;Albacete;0;X
domingo 17 de febrero de 2019;39;9;R. Oviedo;1;Alcorcón;0;1
domingo 17 de febrero de 2019;39;6;Villarreal;3;Sevilla;0;1
domingo 17 de febrero de 2019;39;11;Mallorca;3;Lugo;0;1
domingo 17 de febrero de 2019;39;7;Betis;1;Alavés;1;X
domingo 17 de febrero de 2019;39;10;Cádiz;2;Tenerife;0;1
domingo 17 de febrero de 2019;39;12;Numancia;1;Osasuna;1;X
domingo 17 de febrero de 2019;39;14;Las Palmas;1;Sporting de Gijón;0;1
domingo 3 de marzo de 2019;42;1;Espanyol;3;Valladolid;1;1
domingo 17 de febrero de 2019;39;15;Barcelona;1;Valladolid;0;10
domingo 17 de febrero de 2019;39;13;Rayo Majadahonda;0;Málaga;1;2
domingo 3 de marzo de 2019;42;4;Eibar;1;Celta;0;1
domingo 3 de marzo de 2019;42;3;Huesca;2;Sevilla;1;1
domingo 3 de marzo de 2019;42;6;Real Sociedad;0;Atlético de Madrid;2;2
domingo 3 de marzo de 2019;42;5;Betis;1;Getafe;2;2
domingo 3 de marzo de 2019;42;2;Villarreal;1;Alavés;2;2
domingo 3 de marzo de 2019;42;8;Cádiz;1;Albacete;0;1
domingo 3 de marzo de 2019;42;10;Numancia;1;Sporting de Gijón;2;2
domingo 3 de marzo de 2019;42;7;Valencia;2;Athletic de Bilbao;0;1
domingo 3 de marzo de 2019;42;12;R. Oviedo;1;Lugo;1;X
domingo 3 de marzo de 2019;42;9;Mallorca;1;Elche;1;X
domingo 3 de marzo de 2019;42;11;Rayo Majadahonda;0;Granada;3;2
domingo 3 de marzo de 2019;42;15;Real Madrid;0;Barcelona;1;01
miércoles 20 de febrero de 2019;40;1;Lyon;0;Barcelona;0;X
domingo 3 de marzo de 2019;42;13;Las Palmas;1;Extremadura;1;X
miércoles 20 de febrero de 2019;40;2;Liverpool;0;Bayern M.;0;X
miércoles 20 de febrero de 2019;40;3;Atlético de Madrid;2;Juventus;0;1
miércoles 20 de febrero de 2019;40;5;Sevilla;2;Lazio;0;1
miércoles 20 de febrero de 2019;40;4;Schalke;2;Manchester City;3;2
domingo 3 de marzo de 2019;42;14;R. Zaragoza;1;Almería;2;2
miércoles 20 de febrero de 2019;40;6;Villarreal;1;Sporting Lisboa;1;X
miércoles 20 de febrero de 2019;40;7;Valencia;1;Celtic;0;1
miércoles 20 de febrero de 2019;40;9;Salzburgo;4;Brugge kV;0;1
miércoles 20 de febrero de 2019;40;11;Benfica;0;Galatasaray;0;X
miércoles 20 de febrero de 2019;40;10;Leverkusen;1;Krasnodar;1;X
miércoles 20 de febrero de 2019;40;12;Dinamo Kiev;1;Olympiacos;0;1
miércoles 20 de febrero de 2019;40;8;Nápoles;2;Zürich;0;1
miércoles 20 de febrero de 2019;40;14;Inter;4;Rapid Viena;0;1
miércoles 20 de febrero de 2019;40;15;Arsenal;3;Bate Borisov;0;M0
miércoles 20 de febrero de 2019;40;13;Betis;1;Rennes;3;2
miércoles 13 de febrero de 2019;38;1;Manchester U.;0;PSG;2;2
miércoles 13 de febrero de 2019;38;3;Tottenham;3;B. Dortmund;0;1
miércoles 13 de febrero de 2019;38;2;Roma;2;Porto;1;1
miércoles 13 de febrero de 2019;38;4;Ajax;1;Real Madrid;2;2
miércoles 13 de febrero de 2019;38;5;Bate Borisov;1;Arsenal;0;1
miércoles 13 de febrero de 2019;38;8;Olympiacos;2;Dinamo Kiev;2;X
miércoles 13 de febrero de 2019;38;6;Galatasaray;1;Benfica;2;2
miércoles 13 de febrero de 2019;38;10;Rapid Viena;0;Inter;1;2
miércoles 13 de febrero de 2019;38;11;Brugge kV;2;Salzburgo;1;1
miércoles 13 de febrero de 2019;38;7;Lazio;0;Sevilla;1;2
miércoles 13 de febrero de 2019;38;9;Rennes;3;Betis;3;X
miércoles 13 de febrero de 2019;38;12;Celtic;0;Valencia;2;2
miércoles 13 de febrero de 2019;38;13;Sporting Lisboa;0;Villarreal;1;2
miércoles 13 de febrero de 2019;38;15;Malmö FF;1;Chelsea;2;12
domingo 24 de febrero de 2019;41;1;Getafe;2;Rayo Vallecano;1;1
domingo 24 de febrero de 2019;41;2;Sevilla;2;Barcelona;4;2
miércoles 13 de febrero de 2019;38;14;Zürich;1;Nápoles;3;2
domingo 24 de febrero de 2019;41;4;Athletic de Bilbao;1;Eibar;0;1
domingo 24 de febrero de 2019;41;6;Atlético de Madrid;2;Villarreal;0;1
domingo 24 de febrero de 2019;41;3;Alavés;0;Celta;0;X
domingo 24 de febrero de 2019;41;5;Leganés;1;Valencia;1;X
domingo 24 de febrero de 2019;41;8;Albacete;0;R. Oviedo;0;X
domingo 24 de febrero de 2019;41;7;Valladolid;0;Betis;2;2
domingo 24 de febrero de 2019;41;9;C. Gimnastic;2;Cádiz;3;2
domingo 24 de febrero de 2019;41;10;Alcorcón;2;Las Palmas;0;1
domingo 24 de febrero de 2019;41;13;Almería;3;Córdoba;1;1
domingo 24 de febrero de 2019;41;12;Sporting de Gijón;2;Rayo Majadahonda;3;2
domingo 24 de febrero de 2019;41;15;Levante;1;Real Madrid;2;12
miércoles 6 de marzo de 2019;43;1;B. Dortmund;0;Tottenham;1;2
miércoles 6 de marzo de 2019;43;2;Real Madrid;1;Ajax;4;2
domingo 24 de febrero de 2019;41;11;Osasuna;1;R. Zaragoza;0;1
miércoles 6 de marzo de 2019;43;4;PSG;1;Manchester U.;3;2
domingo 24 de febrero de 2019;41;14;Málaga;0;Deportivo;0;X
miércoles 6 de marzo de 2019;43;3;Porto;2;Roma;1;1
miércoles 6 de marzo de 2019;43;6;Rennes;3;Arsenal;1;1
miércoles 6 de marzo de 2019;43;8;Frankfurt;3;Inter;0;X
miércoles 6 de marzo de 2019;43;5;Chelsea;3;Dinamo Kiev;0;1
miércoles 6 de marzo de 2019;43;7;Dinamo Zagreb;1;Benfica;0;1
miércoles 6 de marzo de 2019;43;10;Valencia;2;Krasnodar;1;1
miércoles 6 de marzo de 2019;43;11;Zenit S. P.;1;Villarreal;3;2
miércoles 6 de marzo de 2019;43;13;Tolima;1;Atlético Paranaense;0;1
miércoles 6 de marzo de 2019;43;14;Wilstermann;0;Boca Juniors;0;X
miércoles 6 de marzo de 2019;43;9;Nápoles;2;Salzburgo;1;1
miércoles 6 de marzo de 2019;43;15;Sevilla;2;S. Praga;2;22
domingo 10 de marzo de 2019;44;2;Atlético de Madrid;1;Leganés;0;1
miércoles 6 de marzo de 2019;43;12;San José;0;Flamengo;1;2
domingo 10 de marzo de 2019;44;4;Celta;0;Betis;1;2
domingo 10 de marzo de 2019;44;1;Alavés;1;Eibar;1;X
domingo 10 de marzo de 2019;44;3;Getafe;2;Huesca;1;1
domingo 10 de marzo de 2019;44;6;Levante;0;Villarreal;2;2
domingo 10 de marzo de 2019;44;7;Sevilla;5;Real Sociedad;2;1
domingo 10 de marzo de 2019;44;8;Valladolid;1;Real Madrid;4;2
domingo 10 de marzo de 2019;44;10;Rayo Majadahonda;2;Alcorcón;0;1
domingo 10 de marzo de 2019;44;9;C. Gimnastic;1;Albacete;0;1
domingo 10 de marzo de 2019;44;5;Girona;2;Valencia;3;2
domingo 10 de marzo de 2019;44;14;Deportivo;0;Las Palmas;1;2
domingo 10 de marzo de 2019;44;12;Granada;1;R. Zaragoza;0;1
domingo 10 de marzo de 2019;44;15;Barcelona;3;Rayo Vallecano;1;M1
domingo 17 de marzo de 2019;46;1;Huesca;1;Alavés;3;2
domingo 10 de marzo de 2019;44;13;Tenerife;1;Numancia;1;X
domingo 17 de marzo de 2019;46;2;Athletic de Bilbao;2;Atlético de Madrid;0;1
domingo 17 de marzo de 2019;46;3;Leganés;0;Girona;2;2
domingo 10 de marzo de 2019;44;11;Extremadura;3;Córdoba;0;1
domingo 17 de marzo de 2019;46;4;Eibar;1;Valladolid;2;2
domingo 17 de marzo de 2019;46;7;Villarreal;3;Rayo Vallecano;1;1
domingo 17 de marzo de 2019;46;5;Espanyol;0;Sevilla;1;2
domingo 17 de marzo de 2019;46;8;Betis;1;Barcelona;4;2
domingo 17 de marzo de 2019;46;6;Valencia;0;Getafe;0;X
domingo 17 de marzo de 2019;46;9;Alcorcón;1;Tenerife;1;X
domingo 17 de marzo de 2019;46;10;R. Zaragoza;1;Elche;0;1
domingo 17 de marzo de 2019;46;13;Osasuna;3;Rayo Majadahonda;0;1
domingo 17 de marzo de 2019;46;11;Córdoba;1;Sporting de Gijón;2;2
domingo 17 de marzo de 2019;46;12;Almería;0;Granada;0;X
domingo 17 de marzo de 2019;46;14;Las Palmas;1;Mallorca;2;2
miércoles 13 de marzo de 2019;45;1;Bayern M.;1;Liverpool;3;2
miércoles 13 de marzo de 2019;45;3;Juventus;3;Atlético de Madrid;0;1
miércoles 13 de marzo de 2019;45;4;Dinamo Kiev;0;Chelsea;5;2
domingo 17 de marzo de 2019;46;15;Real Madrid;2;Celta;0;20
miércoles 13 de marzo de 2019;45;2;Manchester City;7;Schalke;0;1
miércoles 13 de marzo de 2019;45;6;Krasnodar;1;Valencia;1;X
